source,desired-source,img,character,count,type,category,title,action_1,action_2,action_relation,desc,p,p(5),e(5),p(8),e(8)
Characters/1_Gerki/images/6x01.png,res/Characters/1_Gerki/lets-roll.png,,1_Gerki,1,action,gambling,Let's roll!,"Start a deathroll and invite your friends to join. To join the game, participants (excluding the host) contribute two gold gold to the initial pot. You pay 2 gold to the inn for each player entering the death game, while non-participants pay the you two gold each.",,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_06.png,res/Characters/1_Gerki/i-dont-think-so.png,,1_Gerki,1,reaction,stop,I don't think so!,Stop a card with the reaction card tags. This card can only be stopped by an I don't think so.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_13.png,res/Characters/1_Gerki/stealth.png,,1_Gerki,1,reaction,stop,Stealth,Ignore a card that performs an effect on your fortitude or alcohol content.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_14.png,res/Characters/1_Gerki/wait-sorry-i-simply-cant-hold-back-the-laughter.png,,1_Gerki,1,reaction,stop,Wait! Sorry! I simply can't... hold back... the laughter!,Ignore a reaction card that forces you to drink.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_19.png,res/Characters/1_Gerki/five-of-a-kind-i-win-right.png,,1_Gerki,2,reaction,"gambling, cheating",Five of a kind! I win right?,Conclude the deathroll with you winning the entire pot unless stopped. You must instantly forfeit the death roll if the next card played is winning hand.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_22.png,res/Characters/1_Gerki/vanish.png,,1_Gerki,1,reaction,stop,Vanish,You may play this card when you have to pay any amount of gold. Ignore the cost.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_23.png,res/Characters/1_Gerki/you-think-you-won-but-you-didnt.png,,1_Gerki,2,reaction,"gambling, cheating","You think you won, but you didn't",Conclude the deathroll with you winning the entire pot unless stopped.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_25.png,res/Characters/1_Gerki/has-anyone-seen-my-corrosive-it-was-in-a-mug-right-here.png,,1_Gerki,1,reaction,"stop, take that",Has anyone seen my corrosive? It was in a mug right here...,You may play this card when a player's card affects your drink. The player that played that card loses 2 fortitude instead.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_26.png,res/Characters/1_Gerki/huh-i-thought-i-had-disarmed-the-trap-in--my-bag.png,,1_Gerki,1,reaction,"stop, take that","Huh, I thought I had disarmed the trap in  my bag.",You may play this card when a player's card affects your fortitude or alcohol content. The player that played that card and the two players adjecent to them lose 2 fortitude instead.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_27.png,res/Characters/1_Gerki/guys-i-think-there-was-a-miscalculation-during-treasure-division.png,,1_Gerki,1,action,take that,Guys. I think there was a miscalculation during treasure division.,All other players must pay you 1 gold.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Gerki/images/2x02.png,res/Characters/1_Gerki/winning-hand.png,,1_Gerki,2,reaction,gambling,Winning Hand!,Conclude the deathroll with you winning the entire pot unless stopped. Only cheating cards may stop or overrule this card.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/2x03.png,res/Characters/1_Gerki/order-up.png,,1_Gerki,2,anytime,take that,Order Up!,"Pick up to two different players, place a drink on their drink piles. Pay one gold for each drink to the inn.",,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/2x05.png,res/Characters/1_Gerki/a-litle-something-extra.png,,1_Gerki,2,reaction,"drink, take that",A litle something extra.,Increase the alcohol content of a drink by 2,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/2x06.png,res/Characters/1_Gerki/stop-thats-my-pocket-poison.png,,1_Gerki,2,reaction,take that,Stop! That's my pocket poison!,You may play this card when any player performs a drink action. Replace their drink with one of the drinks in your drink pile and shuffle your drink pile.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/2x08.png,res/Characters/1_Gerki/how-did-this-get-stuck-in-your-back.png,,1_Gerki,2,action,take that,How did this get stuck in your back?,Pick a player. They lose 3 fortitude,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_04.png,res/Characters/1_Gerki/oh-i-guess-the-maid-thought-that-was-her-tip.png,,1_Gerki,2,anytime,gambling,"Oh, I guess the Maid thought that was her tip...","You may play this at the end of a death roll round. This death roll round, any gold added to the pot goes to the inn instead.",,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_05.png,res/Characters/1_Gerki/i-dont-know-why-i-always-get-the-winning-hands.png,,1_Gerki,1,anytime,cheating,I don't know why I always get the winning hands.,"Search your hand or discard pile for any card with the tag cheating or gambling, put that card in your hand and shuffle your draw deck.",,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_07.png,res/Characters/1_Gerki/oops-i-dropped-my-cards.png,,1_Gerki,2,anytime,cheating,Oops. I dropped my cards...,Discard up to 5 cards. Then draw back to your max hand size.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_12.png,res/Characters/1_Gerki/the-maid-thinks-you-should-stop-playing-with-the-drinks.png,,1_Gerki,2,reaction,stop,The maid thinks you should stop playing with the drinks.,Stop a card with the reaction and drink card tags. This card can only be stopped by an I don't think so.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_15.png,res/Characters/1_Gerki/dont-forget-to-tip.png,,1_Gerki,2,anytime,take that,Don't forget to tip.,Pick a player. They pay 1 gold to the inn,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_16.png,res/Characters/1_Gerki/steal-i-found-it-in-your-pocket.png,,1_Gerki,3,anytime,take that,Steal? I found it in your pocket!,Pick a player. They pay you 1 gold,,,,0.29,0.82,1.46,0.94,2.33
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_18.png,res/Characters/1_Gerki/im-pretty-sure-this-was-mine.png,,1_Gerki,2,reaction,gambling,I'm pretty sure this was mine.,You may play this at the end of a death roll round. Take one coin from the pot.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_20.png,res/Characters/1_Gerki/look-its-the-demon-king.png,,1_Gerki,2,reaction,gambling,Look! It's the demon king!,"You may play this at the end of a death roll round. This death roll round, any gold added to the pot goes to you instead.",,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Gerki/images/httpiimgurcomrcfgMJNjpg_21.png,res/Characters/1_Gerki/toxin-trickery.png,,1_Gerki,1,reaction,positive,Toxin Trickery,You may play this card when you have to drink a drink. Ignore all negative effects of the drink,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Gerki/images/2x01.png,res/Characters/1_Gerki/i-raise.png,,1_Gerki,4,reaction,gambling,I Raise!,"Instead of gold, this card is your contribution to the pot for this round of a death roll. You must still pay one gold to the inn.",,,,0.37,0.90,1.86,0.98,2.98
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_02.png,res/Characters/1_Zot/i-raise.png,,1_Zot,4,reaction,gambling,I Raise!,"Instead of gold, this card is your contribution to the pot for this round of a death roll. You must still pay one gold to the inn.",,,,0.37,0.90,1.86,0.98,2.98
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_25.png,res/Characters/1_Zot/what-can-i-say-the-wand-has-its-own-will.png,,1_Zot,3,action,take that,What can I say. The wand has its own will.,Pick a player. They lose 1 fortitude,,,,0.29,0.82,1.46,0.94,2.33
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_03.png,res/Characters/1_Zot/winning-hand.png,,1_Zot,2,reaction,gambling,Winning Hand!,Conclude the deathroll with you winning the entire pot unless stopped. Only cheating cards may stop or overrule this card.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_04.png,res/Characters/1_Zot/oh-i-guess-the-maid-thought-that-was-her-tip.png,,1_Zot,2,anytime,gambling,"Oh, I guess the Maid thought that was her tip...","You may play this at the end of a death roll round. This death roll round, any gold added to the pot goes to the inn instead.",,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_05.png,res/Characters/1_Zot/bad-pooky-dont-touch-that.png,,1_Zot,2,anytime,take that,Bad Pooky! Don't touch that!,Pick a player. They must show you their hand.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_09.png,res/Characters/1_Zot/teleport.png,,1_Zot,1,reaction,take that,Teleport,"You may play this card when you have to drink a drink. Pick a player. Add the drink to their drink pile, facedown. Any alterations made to the drink are void. You continue as if the drink was consumed.",,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_11.png,res/Characters/1_Zot/sorry-i-was-distracted-by-pooky.png,,1_Zot,2,action,take that,Sorry! I was distracted by Pooky.,Pick a player. They lose and their two adjecent players lose 2 fortitude.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_12.png,res/Characters/1_Zot/order-up.png,,1_Zot,2,anytime,take that,Order Up!,"Pick up to two different players, place a drink on their drink piles. Pay one gold for each drink to the inn.",,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_13.png,res/Characters/1_Zot/the-maid-thinks-you-should-stop-playing-with-the-drinks.png,,1_Zot,2,reaction,stop,The maid thinks you should stop playing with the drinks.,Stop a card with the reaction and drink card tags. This card can only be stopped by an I don't think so.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_14.png,res/Characters/1_Zot/i-concur.png,,1_Zot,2,anytime,special,I concur.,Repeat the effect of another played card. This card has the same tags as that card.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_16.png,res/Characters/1_Zot/dont-forget-to-tip.png,,1_Zot,2,anytime,take that,Don't forget to Tip,Pick a player. They pay 1 gold to the inn,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_17.png,res/Characters/1_Zot/drink-this-instead-pooky-made-it-specifically-for-you.png,,1_Zot,2,reaction,take that,Drink this instead. Pooky made it specifically for you.,You may play this card when any player performs a drink action. Replace their drink with one of the drinks in your drink pile and shuffle your drink pile.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_19.png,res/Characters/1_Zot/just-like-that-i-let-your-disappear.png,,1_Zot,2,anytime,take that,"Just like that, I let your disappear.",Pick a player. They pay you 1 gold,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_22.png,res/Characters/1_Zot/no-pooky-friendly.png,,1_Zot,2,reaction,take that,NO POOKY! FRIENDLY!,You may play this card after being affected by a card with the take-that card tag. The player that played that card loses 2 fortitude.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_26.png,res/Characters/1_Zot/dont-touch-my-magicka.png,,1_Zot,2,reaction,take that,Don't touch my Magicka,You may play this card after being affected by a card that reduces your fortitude. The player that played that card loses 2 fortitude.,,,,0.20,0.68,1.02,0.84,1.63
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_01.png,res/Characters/1_Zot/lets-roll.png,,1_Zot,1,action,gambling,Let's roll!,"Start a deathroll and invite your friends to join. To join the game, participants (excluding the host) contribute two gold gold to the initial pot. You pay 2 gold to the inn for each player entering the death game, while non-participants pay the you two gold each.",,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_06.png,res/Characters/1_Zot/i-dont-think-so.png,,1_Zot,1,reaction,stop,I don't think so!,Stop a card with the reaction card tags. This card can only be stopped by an I don't think so.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_07.png,res/Characters/1_Zot/bad-pooky-dont-drink-that.png,,1_Zot,1,reaction,stop,"Bad Pooky, Don't drink that!",Ignore a drawn drink.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_08.png,res/Characters/1_Zot/look-its-the-lich-king.png,,1_Zot,1,reaction,gambling,Look! It's the lich king!,"You may play this at the end of a death roll round. This death roll round, any gold added to the pot goes to you instead.",,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_10.png,res/Characters/1_Zot/i-cant-right-now-pooky-had-a-little-accident.png,,1_Zot,1,#N/A,#N/A,I can't right now. Pooky had a little accident.,#N/A,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_15.png,res/Characters/1_Zot/you-try-to-cheat-a-scholar.png,,1_Zot,1,anytime,stop,You try to cheat a scholar!?!,Stop a card with the reaction and cheating card tags.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_18.png,res/Characters/1_Zot/high-alchemy.png,,1_Zot,1,anytime,cheating,High Alchemy,Discard up to 5 cards. Then draw back to your max hand size. Gain one gold for each card discarded.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_20.png,res/Characters/1_Zot/these-are-perfectly-normal-dice.png,,1_Zot,1,reaction,"gambling, cheating",These are perfectly normal dice.,Conclude the deathroll with you winning the entire pot unless stopped. You must instantly forfeit the death roll if the next card played is winning hand.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_21.png,res/Characters/1_Zot/now-you-see-me-now-you-dont.png,,1_Zot,1,reaction,stop,Now you see me... Now you dont!,You may play this card when you have to pay any amount of gold. Ignore the cost.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_23.png,res/Characters/1_Zot/bad-pooky-down.png,,1_Zot,1,action,take that,BAD POOKY! DOWN!,Pick a player. They lose 3 fortitude,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_24.png,res/Characters/1_Zot/not-again-pooky-is-on-a-drunken-rampage.png,,1_Zot,1,action,take that,Not again! Pooky is on a drunken rampage!,All other players lose 1 fortitude.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_27.png,res/Characters/1_Zot/and-with-this-trick-i-pull-a-rabit-out-of-my-hat.png,,1_Zot,1,action,take that,And with this trick I... pull a rabit out of my hat!,All other players must pay you 1 gold.,,,,0.11,0.43,0.53,0.59,0.85
Characters/1_Zot/images-x/httpiimgurcom2naE8kcjpg_28.png,res/Characters/1_Zork/i-looked-forward-in-time-i-saw-14000605-futures-i-win-in-every-one-of-them.png,,1_Zork,1,reaction,gambling,"I looked forward in time, i saw 14000605 futures. I win in every one of them.",Conclude the deathroll with you winning the entire pot unless stopped. Only cheating cards may stop or overrule this card.,,,,0.11,0.43,0.53,0.59,0.85